Id,Nom,Cle,Description,type,Source
284,Robe de camelot,robe-de-camelot ,"Cette robe est recouverte de pièces de tissu de toutes tailles et de toutes formes. Tant que vous portez cette robe, vous pouvez utiliser une action pour détacher l'un des morceaux de tissu, ce qui le transforme en l'objet ou la créature qu'il représente. Une fois que la dernière pièce est enlevée, la robe devient un vêtement ordinaire.

","Objet merveilleux, peu commun",Dungeon Master´s Guide (SRD)
285,Robe de l'archimage,robe-de-l-archimage ,"Ce vêtement élégant est brodé dans une étoffe raffinée de couleur blanche, grise, ou noire et ornée de runes d'argent. La couleur de la robe correspond à l'alignement pour lequel cet objet a été conçu. Une robe blanche est faite pour un personnage bon, une robe grise pour un neutre, et une robe noire pour un mauvais. Vous ne pouvez pas vous lier à une robe de l'archimage si votre alignement ne lui correspond pas. Vous gagnez les bénéfices suivants tant que vous êtes équipé de cette robe :

","Objet merveilleux, légendaire (nécessite un lien avec un ensorceleur, un magicien ou un occultiste)",Dungeon Master´s Guide (SRD)
286,Robe de vision totale,robe-de-vision-totale ,"Cette robe est ornée de motifs en forme d'yeux. Tant que vous êtes équipé de cette robe, vous gagnez les bénéfices suivants :

","Objet merveilleux, rare (nécessite un lien)",Dungeon Master´s Guide (SRD)
287,Robe prismatique,robe-prismatique ,"Cette robe possède 3 charges, et elle récupère 1d3 charges dépensées chaque jour à l'aube. Tant que vous en êtes équipé, vous pouvez utiliser une action et dépenser 1 charge pour que la robe se pare d'une myriade de motifs changeants aux couleurs éblouissantes jusqu'à la fin de votre prochain tour. Pour toute cette durée, la robe émet une lumière vive dans un rayon de 9 mètres et une lumière faible sur 9 mètres supplémentaires. Les créatures qui peuvent vous voir ont un désavantage à leur jet d'attaque effectué contre vous. De plus, toute créature présente dans la zone de lumière vive et qui peut vous voir au moment où le pouvoir de la robe est activé doit réussir un jet de sauvegarde de Sagesse DD 15 sous peine d'être étourdie jusqu'à ce que l'effet prenne fin.

","Objet merveilleux, très rare (nécessite un lien)",Dungeon Master´s Guide (SRD)
288,Rubis du mage de guerre,rubis-du-mage-de-guerre ,"Gravé de runes occultes, ce rubis de 2,50 cm de diamètre vous permet d'utiliser une arme courante ou de guerre comme focaliseur d'incantation pour vos sorts. Pour que cette propriété fonctionne, vous devez attacher le rubis à l'arme en le plaquant contre celle-ci pendant au moins 10 minutes. Par la suite, le rubis ne peut plus être retiré à moins que vous ne le détachiez par une action ou que l'arme ne soit détruite. Même un champ antimagie ne le décrochera pas. Le rubis tombe de l'arme lorsque votre lien avec le rubis se termine.

","Objet merveilleux, commun (nécessite un lien avec un lanceur de sorts)",Xanathar´s Guide to Everything
289,Sac à malices,sac-a-malices ,"Ce sac ordinaire, fait d'un tissu gris, couleur rouille, ou ocre, semble vide. Cependant, mettre la main dans le sac révèle la présence d'un petit objet poilu. Le sac pèse 250 grammes.

","Objet merveilleux, peu commun",Dungeon Master´s Guide (SRD)
290,Sac de haricots,sac-de-haricots ,"À l'intérieur de sac en tissu lourd se trouvent 3d4 haricots secs. Le sac pèse 250 grammes + 125 grammes pour chaque haricot qu'il contient.

","Objet merveilleux, rare",Dungeon Master´s Guide (SRD)
291,Sac dévoreur,sac-devoreur ,"Si on l'examine superficiellement, ce sac ressemble à un <a href=""https://www.aidedd.org/dnd/om.php?vf=sac-sans-fond"">sac sans fond</a>, mais c'est en réalité un orifice par lequel s'alimente une gigantesque créature extradimensionnelle. Si on retourne le fond du sac, l'orifice se ferme.

","Objet merveilleux, très rare",Dungeon Master´s Guide (SRD)
292,Sac sans fond,sac-sans-fond ,"Ce sac de toile a un espace intérieur beaucoup plus grand que ses dimensions extérieures, environ 60 cm de diamètre à l'ouverture et 1,20 m de profondeur. Le sac peut contenir jusqu'à 250 kg, sans être plus volumineux qu'un cube de 1,20 m d'arête. Le sac pèse 7,5 kg, indépendamment de son contenu. Récupérer un élément du sac demande une action.

","Objet merveilleux, peu commun",Dungeon Master´s Guide (SRD)
293,Scarabée de protection,scarabee-de-protection ,"Si vous tenez ce médaillon en forme de coléoptère dans votre main pendant 1 tour complet, une inscription apparaît à sa surface, révélant sa nature magique. Il confère deux avantages tant que vous en êtes équipé :

","Objet merveilleux, légendaire (nécessite un lien)",Dungeon Master´s Guide (SRD)
294,Sceptre d'absorption,sceptre-d-absorption ,"Lorsque vous tenez ce sceptre, vous pouvez utiliser votre réaction pour absorber un sort qui vous cible exclusivement, et sans zone d'effet. L'effet du sort absorbé est annulé, et son énergie (mais pas le sort en lui-même) est stockée dans le sceptre. L'énergie a le niveau du sort qui a été lancé. Le sceptre peut absorber jusqu'à 50 niveaux d'énergie au cours de sa vie. Lorsqu'il atteint ces 50 niveaux, il ne peut plus absorber d'énergie. Si vous êtes visé par un sort et que le sceptre ne peut plus absorber, le sceptre n'a aucun effet sur le sort.

","Sceptre, très rare (nécessite un lien)",Dungeon Master´s Guide (SRD)
295,Sceptre de puissance seigneuriale,sceptre-de-puissance-seigneuriale ,"Ce sceptre possède une bride à sa tête, et fonctionne comme une masse d'armes magique qui confère un bonus de +3 aux jets d'attaque et de dégâts effectués avec elle. Le sceptre possède des capacités associées à six boutons différents alignés le long de la hampe. Il possède également trois autres propriétés qui sont détaillées plus bas.

","Sceptre, légendaire (nécessite un lien)",Dungeon Master´s Guide (SRD)
296,Sceptre de résurrection,sceptre-de-resurrection ,"Le sceptre possède 5 charges. Tant que vous le tenez, vous pouvez utiliser une action pour lancer depuis le sceptre l'un des sorts suivants : <a href=""https://www.aidedd.org/dnd/sorts.php?vf=guerison"">guérison</a> (dépense 1 charge) ou <a href=""https://www.aidedd.org/dnd/sorts.php?vf=resurrection"">résurrection</a> (dépense 5 charges).

","Sceptre, légendaire (nécessite un lien avec un clerc, un druide ou un paladin)",Dungeon Master´s Guide
297,Sceptre de sécurité,sceptre-de-securite ,"Tant que vous tenez ce sceptre, vous pouvez utiliser une action pour l'activer. Le sceptre vous transporte alors instantanément, vous et jusqu'à 199 autres créatures consentantes que vous pouvez voir, dans un paradis situé dans un espace extraplanaire. Vous choisissez la forme que ce paradis prend. Ce peut être un jardin tranquille, une charmante petite clairière, une joyeuse taverne, un immense palace, une île tropicale, un carnaval fantastique, ou tout autre lieu de votre imagination. Quelle que soit sa nature, le paradis contient suffisant d'eau et de nourriture pour sustenter ses visiteurs. Sinon, tout ce avec quoi les visiteurs peuvent interagir n'existe que dans cet espace extraplanaire. Par exemple, une fleur cueillie dans un jardin du paradis disparaît si elle est sortie de cet espace extraplanaire.

","Sceptre, très rare",Dungeon Master´s Guide (SRD)
298,Sceptre de suzeraineté,sceptre-de-suzerainete ,"Vous pouvez utiliser une action pour brandir le sceptre et imposer l'obéissance à toutes les créatures de votre choix que vous pouvez voir et se trouvant dans un rayon de 36 mètres autour de vous. Chaque créature doit réussir un jet de sauvegarde de Sagesse DD 15 sous peine d'être charmée pendant 8 heures. Tant que vous la charmez de la sorte, la créature vous considère comme son chef en qui elle peut avoir toute confiance. Si vous ou l'un de vos compagnons faites du tort à la cible, ou si vous ordonnez à la cible de faire quelque chose contre sa nature, elle cesse d'être charmée par ce sceptre. Le sceptre ne peut être réutilisé avant la prochaine aube.

","Sceptre, rare (nécessite un lien)",Dungeon Master´s Guide (SRD)
299,Sceptre de vigilance,sceptre-de-vigilance ,"Ce sceptre possède une lanière à l'une de ses extrémités et les propriétés suivantes.

","Sceptre, très rare (nécessite un lien)",Dungeon Master´s Guide (SRD)
300,Sceptre du gardien des pactes,sceptre-du-gardien-des-pactes ,"Tant que vous tenez ce sceptre, vous gagnez un bonus aux jets d'attaque avec un sort et au DD de sauvegarde pour résister à vos sorts d'occultiste. Le bonus est déterminé par la rareté du sceptre.

","Sceptre, peu commun (+1) rare (+2) ou très rare (+3) (nécessite un lien avec un occultiste)",Dungeon Master´s Guide
301,Sceptre inamovible,sceptre-inamovible ,"Ce sceptre plat en fer possède un bouton à une extrémité. Vous pouvez utiliser une action pour appuyer sur le bouton, ce qui fixe magiquement le sceptre sur place. Jusqu'à ce que vous ou une autre créature n'utilisiez une action pour appuyer de nouveau le bouton, le sceptre ne bouge pas, même si cela défie la gravité. Le sceptre peut retenir jusqu'à 4000 kg. Plus de poids désactive le sceptre et le fait tomber. Une créature peut utiliser une action pour réaliser un jet de Force DD 30, lui permettant de déplacer le sceptre de 3 mètres en cas de réussite.

","Sceptre, peu commun",Dungeon Master´s Guide (SRD)
302,Sceptre tentacule,sceptre-tentacule ,"Fabriqué par les drows, ce sceptre est une arme magique qui se termine par trois tentacules caoutchouteux. Si vous tenez le sceptre, vous pouvez utiliser une action pour que chaque tentacule attaque une créature que vous pouvez voir dans un rayon de 4,50 mètres autour de vous. Chaque tentacule fait un jet d'attaque au corps à corps avec un bonus de +9. S'il touche, le tentacule inflige 1d6 dégâts contondants. Si les trois tentacules touchent une même cible, celle-ci doit faire un jet de sauvegarde de Constitution DD 15. En cas d'échec, la vitesse de la créature est réduite de moitié, elle a un désavantage à ses jets de sauvegarde de Dextérité, et ne peut pas utiliser de réaction pendant 1 minute.

","Sceptre, rare (nécessite un lien)",Dungeon Master´s Guide (BR)
303,Selle du cavalier,selle-du-cavalier ,"Tant que cette selle est installée sur une monture, vous ne pouvez pas être démonté contre votre volonté si vous êtes conscient. De plus, les jets d'attaque effectués contre la monture ont un désavantage.

","Objet merveilleux, peu commun",Dungeon Master´s Guide
304,Solvant universel,solvant-universel ,"Ce tube contient un liquide laiteux qui dégage une forte odeur d'alcool. Vous pouvez utiliser une action pour verser le contenu du tube sur une surface à portée. Le liquide dissout instantanément les adhésifs qu'il touche, dont de la colle universelle, sur une surface carrée de 30 cm de côté maximum.

","Objet merveilleux, légendaire",Dungeon Master´s Guide (SRD)
305,Sphère d'annihilation,sphere-d-annihilation ,"Cette sphère noire de 60 cm de diamètre est un trou dans le multivers. Elle lévite sur place et est stabilisée par un champ magique qui l'entoure. Cette sphère efface l'existence de toutes les matières qu'elle traverse et qui la traversent. Les artéfacts en sont l'exception. À moins qu'un artéfact soit susceptible d'endommager la sphère d'annihilation, il peut passer au travers sans qu'elle ne l'affecte. Quoi que ce soit d'autre touchant la sphère sans y être complètement englouti et effacé subit 4d10 dégâts de force.

","Objet merveilleux, légendaire",Dungeon Master´s Guide (SRD)
306,Submersible de Kwalish,submersible-de-kwalish ,"Cet objet apparait d'abord comme un grand baril de fer étanche pesant 250 kg. Le baril a un loquet caché qui peut être trouvé sur un jet d'Intelligence (Investigation) DD 20 réussi. Relâcher le loquet déverrouille une trappe à une extrémité du fût, permettant à deux créatures de taille M ou inférieure de ramper à l'intérieur. Dix leviers sont alignés à l'autre extrémité, chacun dans une position neutre et pouvant être actionné vers le haut ou vers le bas. Quand certains leviers sont utilisés, l'appareil se transforme pour ressembler à un homard géant.

","Objet merveilleux, légendaire",Dungeon Master´s Guide (SRD)
307,Talisman de la sphère,talisman-de-la-sphere ,"Lorsque vous effectuez un jet d'Intelligence (Arcanes) pour contrôler une <a href=""https://www.aidedd.org/dnd/om.php?vf=sphere-d-annihilation"">sphère d'annihilation</a> alors que vous tenez ce talisman, vous doublez votre bonus de maîtrise pour le jet. En outre, lorsque vous démarrez votre tour en contrôlant une sphère d'annihilation, vous pouvez utiliser une action pour la faire léviter de 3 mètres plus un nombre de mètres supplémentaires égal à 3 x votre modificateur d'Intelligence.

","Objet merveilleux, légendaire (nécessite un lien)",Dungeon Master´s Guide (SRD)
308,Talisman du bien ultime,talisman-du-bien-ultime ,"Ce talisman est un majestueux symbole de bonté. Une créature qui n'est ni d'alignement bon ni d'alignement mauvais subit 6d6 dégâts radiants en touchant le talisman. Une créature mauvaise subit 8d6 dégâts radiants en touchant le talisman. Chacune de ces catégories de créatures subit de nouveau ces dégâts chaque fois qu'elle termine son tour en tenant ou transportant le talisman.

","Objet merveilleux, légendaire (nécessite un lien avec une créature d'alignement bon)",Dungeon Master´s Guide (SRD)
309,Talisman du mal absolu,talisman-du-mal-absolu ,"Cet objet symbolise le Mal impénitent. Une créature qui n'est ni d'alignement bon ni d'alignement mauvais subit 6d6 dégâts nécrotiques en touchant le talisman. Une créature bonne subit 8d6 dégâts nécrotiques en touchant le talisman. Chacune de ces catégories de créatures subit de nouveau ces dégâts chaque fois qu'elle termine son tour en tenant ou transportant le talisman.

","Objet merveilleux, légendaire (nécessite un lien avec une créature d'alignement mauvais)",Dungeon Master´s Guide (SRD)
310,Tapis volant,tapis-volant ,"Vous pouvez prononcer le mot de commande du tapis en utilisant votre action pour qu'il se mette à léviter et voler. Il se déplace dans la direction que vous lui annoncez, à condition que vous vous trouviez à 9 mètres ou moins de lui.

","Objet merveilleux, très rare",Dungeon Master´s Guide (SRD)
311,Tome de la langue nouée,tome-de-la-langue-nouee ,"Cet épais volume de cuir a une langue desséchée cloutée sur sa couverture. Cinq de ces tomes existent, mais nul ne sait lequel est l'original. Le macabre ornement de la couverture du premier tome de la langue nouée a appartenu à l'un des serviteurs du dieu-liche Vecna « le gardien des secrets » qui a fait l'erreur de le trahir. Les langues fixées sur la couverture de chacune des quatre copies proviennent d'autres lanceurs de sorts qui se sont opposés à Vecna. Les premières pages de chaque tome sont noircies de griffonnages indéchiffrables. Les pages restantes sont d'un blanc immaculé.

","Objet merveilleux, légendaire (nécessite un lien avec un magicien)",Dungeon Master´s Guide
312,Traité d'autorité et d'influence,traite-d-autorite-et-d-influence ,"Ce livre contient des conseils pour influencer et charmer les autres, et ses mots sont chargés de magie. Si vous passez 48 heures sur une période de 6 jours ou moins à étudier le contenu du livre et pratiquez ses lignes directrices, votre Charisme augmente de 2, tout comme votre maximum pour cette caractéristique. Le manuel perd alors sa magie, mais la retrouvera dans un siècle.

","Objet merveilleux, très rare",Dungeon Master´s Guide (SRD)
313,Traité de compréhension,traite-de-comprehension ,"Ce livre contient des exercices d'intuition et de perspicacité, et ses mots sont chargés de magie. Si vous passez 48 heures sur une période de 6 jours ou moins à étudier le contenu du livre et pratiquez ses lignes directrices, votre Sagesse augmente de 2, tout comme votre maximum pour cette caractéristique. Le manuel perd alors sa magie, mais la retrouvera dans un siècle.

","Objet merveilleux, très rare",Dungeon Master´s Guide (SRD)
314,Traité de perspicacité,traite-de-perspicacite ,"Ce livre contient des exercices de mémoire et de logique, et ses mots sont chargés de magie. Si vous passez 48 heures sur une période de 6 jours ou moins à étudier le contenu du livre et pratiquez ses lignes directrices, votre Intelligence augmente de 2, tout comme votre maximum pour cette caractéristique. Le manuel perd alors sa magie, mais la retrouvera dans un siècle.

","Objet merveilleux, très rare",Dungeon Master´s Guide (SRD)
315,Trident de domination aquatique,trident-de-domination-aquatique ,"Ce trident est une arme magique. Il dispose de 3 charges. Si vous le tenez, vous pouvez utiliser une action et dépenser 1 charge pour lancer <a href=""https://www.aidedd.org/dnd/sorts.php?vf=domination-de-bete"">domination de bête</a> (sauvegarde DD 15) depuis le trident sur une bête qui a une vitesse de nage innée. Le trident récupère 1d3 charges dépensées chaque jour à l'aube.

","Arme (trident), peu commun (nécessite un lien)",Dungeon Master´s Guide (SRD)
316,Tueuse de dragons,tueuse-de-dragons ,"Vous gagnez un bonus de +1 à l'attaque et aux dégâts fait avec cette arme magique.

","Arme (toute épée), rare",Dungeon Master´s Guide (SRD)
317,Tueuse de géants,tueuse-de-geants ,"Vous gagnez un bonus de +1 aux jets d'attaque et de dégâts effectués avec cette arme magique.

","Arme (toute hache et toute épée), rare",Dungeon Master´s Guide (SRD)
318,Vengeresse sacrée,vengeresse-sacree ,"Vous obtenez un bonus de +3 à l'attaque et aux dégâts réalisés avec cette arme magique. Lorsque vous touchez un fiélon ou un mort-vivant avec elle, cette créature subit 2d10 dégâts radiants supplémentaires.

","Arme (toute épée), légendaire (nécessite un lien par un paladin)",Dungeon Master´s Guide (SRD)
319,Vêtements raccommodeurs,vetements-raccommodeurs ,"Ces élégants vêtements de voyageur se réparent magiquement contre l'usure quotidienne. Les morceaux de la tenue qui sont détruits ne sont par contre pas réparés.

","Objet merveilleux, commun",Xanathar´s Guide to Everything
320,Voleuse des neuf vies,voleuse-des-neuf-vies ,"Vous gagnez un bonus de +2 aux jets d'attaque et de dégâts effectués avec cette arme magique.

","Arme (toute épée), très rare (nécessite un lien)",Dungeon Master´s Guide (SRD)
321,Yeux de lynx,yeux-de-lynx ,"Ces lentilles de cristal se placent sur les yeux. Tant que vous en êtes équipé, vous avez un avantage aux jets de Sagesse (Perception) basés sur la vue. Dans des conditions de bonne visibilité, vous pouvez même apercevoir les détails de créatures et d'objets extrêmement éloignés, comme s'ils étaient situés à 60 cm de vous.

","Objet merveilleux, peu commun (nécessite un lien)",Dungeon Master´s Guide (SRD)
322,Yeux grossissants,yeux-grossissants ,"Ces lentilles de cristal se placent sur les yeux. Tant que vous en êtes équipé, vous pouvez beaucoup mieux voir tout ce qui se trouve dans un rayon de 30 cm. Vous avez un avantage aux jets d'Intelligence (Investigation) basés sur la vue lorsque vous cherchez dans une zone ou étudiez un objet se trouvant dans cette portée.

","Objet merveilleux, peu commun",Dungeon Master´s Guide (SRD)
